"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SRB","PRIVPENSIONASSET","TOT","MLN_USD","A","2006",3.773,
"SRB","PRIVPENSIONASSET","TOT","MLN_USD","A","2007",56.895,
"SRB","PRIVPENSIONASSET","TOT","MLN_USD","A","2008",74.113,
"SRB","PRIVPENSIONASSET","TOT","MLN_USD","A","2009",108.235,
"SRB","PRIVPENSIONASSET","TOT","MLN_USD","A","2010",125.027,
"SRB","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",154.493,
"SRB","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",189.913,
"SRB","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",237.544,
"SRB","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",237.818,
"SRB","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",260.268,
"SRB","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",280.533,
"EGY","PRIVPENSIONASSET","TOT","MLN_USD","A","2008",3969.21,
"EGY","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",5080.513,
"EGY","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",5552.071,
"EGY","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",5511.655,
"EGY","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",2664.81,
"UKR","PRIVPENSIONASSET","TOT","MLN_USD","A","2003",4.999,
"UKR","PRIVPENSIONASSET","TOT","MLN_USD","A","2008",79.506,
"UKR","PRIVPENSIONASSET","TOT","MLN_USD","A","2010",143.726,
"UKR","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",173.584,
"ITA","PRIVPENSIONASSET","TOT","MLN_USD","A","2001",29399.356,
"ITA","PRIVPENSIONASSET","TOT","MLN_USD","A","2002",36731.399,
"ITA","PRIVPENSIONASSET","TOT","MLN_USD","A","2003",48178.674,
"ITA","PRIVPENSIONASSET","TOT","MLN_USD","A","2004",56532.837,
"ITA","PRIVPENSIONASSET","TOT","MLN_USD","A","2005",55899.781,
"ITA","PRIVPENSIONASSET","TOT","MLN_USD","A","2006",69507.376,
"ITA","PRIVPENSIONASSET","TOT","MLN_USD","A","2007",87511.042,
"ITA","PRIVPENSIONASSET","TOT","MLN_USD","A","2008",88421.897,
"ITA","PRIVPENSIONASSET","TOT","MLN_USD","A","2009",107690.138,
"ITA","PRIVPENSIONASSET","TOT","MLN_USD","A","2010",113501.78,
"ITA","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",119887.039,
"ITA","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",141035.477,
"ITA","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",163358.56,
"ITA","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",162888.585,
"ITA","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",154990.598,
"ITA","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",165237.554,
"ARM","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",25.569,
"ARM","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",65.199,
"ARM","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",130.85,
"LTU","PRIVPENSIONASSET","TOT","MLN_USD","A","2010",1515.472,
"LTU","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",1563.883,
"LTU","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",1886.619,
"LTU","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",2221.217,
"LTU","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",2329.612,
"LTU","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",2375.968,
"LTU","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",2713.299,
"BOL","PRIVPENSIONASSET","TOT","MLN_USD","A","2002",1095.124,
"BOL","PRIVPENSIONASSET","TOT","MLN_USD","A","2003",1460.585,
"BOL","PRIVPENSIONASSET","TOT","MLN_USD","A","2004",1692.552,
"BOL","PRIVPENSIONASSET","TOT","MLN_USD","A","2005",2024.576,
"BOL","PRIVPENSIONASSET","TOT","MLN_USD","A","2006",2256.042,
"BOL","PRIVPENSIONASSET","TOT","MLN_USD","A","2007",2875.646,
"BOL","PRIVPENSIONASSET","TOT","MLN_USD","A","2008",3740.09,
"BOL","PRIVPENSIONASSET","TOT","MLN_USD","A","2009",4455.552,
"BOL","PRIVPENSIONASSET","TOT","MLN_USD","A","2010",5387.256,
"BWA","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",6730.725,
"CRI","PRIVPENSIONASSET","TOT","MLN_USD","A","2001",473.735,
"CRI","PRIVPENSIONASSET","TOT","MLN_USD","A","2002",771.708,
"CRI","PRIVPENSIONASSET","TOT","MLN_USD","A","2003",1032.601,
"CRI","PRIVPENSIONASSET","TOT","MLN_USD","A","2004",827.773,
"CRI","PRIVPENSIONASSET","TOT","MLN_USD","A","2005",1109.957,
"CRI","PRIVPENSIONASSET","TOT","MLN_USD","A","2006",1496.349,
"CRI","PRIVPENSIONASSET","TOT","MLN_USD","A","2007",1691.185,
"CRI","PRIVPENSIONASSET","TOT","MLN_USD","A","2008",2018.059,
"CRI","PRIVPENSIONASSET","TOT","MLN_USD","A","2009",2369.237,
"CRI","PRIVPENSIONASSET","TOT","MLN_USD","A","2010",2833.468,
"CRI","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",3507.495,
"CRI","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",4354.925,
"CRI","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",5453.035,
"CRI","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",5846.268,
"CRI","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",9016.554,
"CRI","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",9949.996,
"DOM","PRIVPENSIONASSET","TOT","MLN_USD","A","2005",374.244,
"DOM","PRIVPENSIONASSET","TOT","MLN_USD","A","2006",646.44,
"DOM","PRIVPENSIONASSET","TOT","MLN_USD","A","2007",965.688,
"DOM","PRIVPENSIONASSET","TOT","MLN_USD","A","2008",1371.495,
"DOM","PRIVPENSIONASSET","TOT","MLN_USD","A","2009",1897.46,
"DOM","PRIVPENSIONASSET","TOT","MLN_USD","A","2010",2407.847,
"DOM","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",3055,
"DOM","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",3829.403,
"DOM","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",4543.496,
"DOM","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",6896.551,
"DOM","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",7385.829,
"DOM","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",8505.498,
"SLV","PRIVPENSIONASSET","TOT","MLN_USD","A","2002",1061.28,
"SLV","PRIVPENSIONASSET","TOT","MLN_USD","A","2003",1572.391,
"SLV","PRIVPENSIONASSET","TOT","MLN_USD","A","2004",2148.396,
"SLV","PRIVPENSIONASSET","TOT","MLN_USD","A","2005",2881.461,
"SLV","PRIVPENSIONASSET","TOT","MLN_USD","A","2006",3469.774,
"SLV","PRIVPENSIONASSET","TOT","MLN_USD","A","2007",4053.975,
"SLV","PRIVPENSIONASSET","TOT","MLN_USD","A","2008",4535.245,
"SLV","PRIVPENSIONASSET","TOT","MLN_USD","A","2009",5127.132,
"SLV","PRIVPENSIONASSET","TOT","MLN_USD","A","2010",5688.192,
"SLV","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",6181.44,
"SLV","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",6863.355,
"SLV","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",7397.585,
"SLV","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",8053.746,
"SLV","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",8637.019,
"SLV","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",9314.741,
"JAM","PRIVPENSIONASSET","TOT","MLN_USD","A","2004",1603.469,
"JAM","PRIVPENSIONASSET","TOT","MLN_USD","A","2006",1967.951,
"JAM","PRIVPENSIONASSET","TOT","MLN_USD","A","2007",2470.464,
"JAM","PRIVPENSIONASSET","TOT","MLN_USD","A","2008",2448.487,
"JAM","PRIVPENSIONASSET","TOT","MLN_USD","A","2009",2489.732,
"JAM","PRIVPENSIONASSET","TOT","MLN_USD","A","2010",3026.451,
"JAM","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",3276.464,
"JAM","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",3137.171,
"JAM","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",2864.203,
"JAM","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",2958.431,
"JAM","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",3291.527,
"JAM","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",3537.393,
"KEN","PRIVPENSIONASSET","TOT","MLN_USD","A","2001",1092.621,
"KEN","PRIVPENSIONASSET","TOT","MLN_USD","A","2002",1391.76,
"KEN","PRIVPENSIONASSET","TOT","MLN_USD","A","2003",1751.706,
"KEN","PRIVPENSIONASSET","TOT","MLN_USD","A","2004",2013.785,
"KEN","PRIVPENSIONASSET","TOT","MLN_USD","A","2005",2589.382,
"KEN","PRIVPENSIONASSET","TOT","MLN_USD","A","2006",3506.319,
"KEN","PRIVPENSIONASSET","TOT","MLN_USD","A","2007",4207.419,
"KEN","PRIVPENSIONASSET","TOT","MLN_USD","A","2008",3503.794,
"KEN","PRIVPENSIONASSET","TOT","MLN_USD","A","2009",4139.603,
"KEN","PRIVPENSIONASSET","TOT","MLN_USD","A","2010",5346.336,
"KEN","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",5419.047,
"KEN","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",6380.173,
"KEN","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",8071.86,
"KEN","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",8344.192,
"KEN","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",7957.08,
"KEN","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",9588.076,
"LSO","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",272.139,
"LSO","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",307.841,
"MWI","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",409.189,
"MWI","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",524.619,
"MWI","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",455.882,
"MWI","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",522.671,
"MUS","PRIVPENSIONASSET","TOT","MLN_USD","A","2001",1862.14,
"MUS","PRIVPENSIONASSET","TOT","MLN_USD","A","2002",2073.601,
"MUS","PRIVPENSIONASSET","TOT","MLN_USD","A","2003",2657.043,
"MUS","PRIVPENSIONASSET","TOT","MLN_USD","A","2004",3130.174,
"MUS","PRIVPENSIONASSET","TOT","MLN_USD","A","2005",3258.781,
"MUS","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",1163.088,
"MUS","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",1352.708,
"MUS","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",481.525,
"MUS","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",527.714,
"NAM","PRIVPENSIONASSET","TOT","MLN_USD","A","2010",9636.136,
"NAM","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",8532.464,
"NAM","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",10087.694,
"NAM","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",9877.358,
"NAM","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",10116.841,
"NAM","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",10008.302,
"PAN","PRIVPENSIONASSET","TOT","MLN_USD","A","2003",464,
"PAN","PRIVPENSIONASSET","TOT","MLN_USD","A","2008",108.11,
"PAN","PRIVPENSIONASSET","TOT","MLN_USD","A","2010",161.42,
"PAN","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",216.33,
"PAN","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",333.08,
"PAN","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",384.45,
"PAN","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",426.55,
"PAN","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",478.26,
"PNG","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",3548.92,
"TTO","PRIVPENSIONASSET","TOT","MLN_USD","A","2006",3353.09,
"TTO","PRIVPENSIONASSET","TOT","MLN_USD","A","2007",3690.123,
"TTO","PRIVPENSIONASSET","TOT","MLN_USD","A","2008",4102.519,
"TTO","PRIVPENSIONASSET","TOT","MLN_USD","A","2009",4991.102,
"TTO","PRIVPENSIONASSET","TOT","MLN_USD","A","2010",5374.257,
"TTO","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",4611.969,
"TTO","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",5062.108,
"GHA","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",806.696,
"GHA","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",1231.317,
"GHA","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",1617.291,
"MYS","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",21.058,
"MYS","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",91.361,
"MYS","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",204.893,
"MYS","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",273.066,
"MYS","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",337.717,
"CHN","PRIVPENSIONASSET","TOT","MLN_USD","A","2004",5956.624,
"CHN","PRIVPENSIONASSET","TOT","MLN_USD","A","2005",8426.061,
"CHN","PRIVPENSIONASSET","TOT","MLN_USD","A","2006",11653.668,
"CHN","PRIVPENSIONASSET","TOT","MLN_USD","A","2007",20808.805,
"CHN","PRIVPENSIONASSET","TOT","MLN_USD","A","2008",27960.671,
"CHN","PRIVPENSIONASSET","TOT","MLN_USD","A","2009",37096.16,
"CHN","PRIVPENSIONASSET","TOT","MLN_USD","A","2010",42413.444,
"CHN","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",56658.573,
"CHN","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",76650.343,
"CHN","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",98895.517,
"CHN","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",125657.787,
"CHN","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",146745.744,
"CHN","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",159357.104,
"SGP","PRIVPENSIONASSET","TOT","MLN_USD","A","2011",159255.468,
"SGP","PRIVPENSIONASSET","TOT","MLN_USD","A","2012",187818.544,
"SGP","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",199670.737,
"SGP","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",208112.675,
"SGP","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",211578.23,
"SGP","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",226913.734,
"TZA","PRIVPENSIONASSET","TOT","MLN_USD","A","2013",2986.303,
"TZA","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",3888.85,
"TZA","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",4114.57,
"TZA","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",4154.666,
"UGA","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",1816.549,
"UGA","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",1887.954,
"UGA","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",2071.921,
"MOZ","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",71.82,
"MOZ","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",52.106,
"AGO","PRIVPENSIONASSET","TOT","MLN_USD","A","2014",1773.505,
"AGO","PRIVPENSIONASSET","TOT","MLN_USD","A","2015",1781.207,
"AGO","PRIVPENSIONASSET","TOT","MLN_USD","A","2016",884.7,
